,smiles,pH,logP
1563,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,7.0,2.8
1564,Cc1ccc(C)c(S(=O)(=O)N(C)c2ccc(OC(=O)c3ccc4c(c3)OCO4)cc2)c1,5.0,5.87
1565,Cc1ccc(C)n1-c1ccc(-c2ccnc3ncnn23)cc1,10.0,3.5
1566,Cc1ccc(CCCOCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)s1,7.4,2.41
1567,Cc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)nc1,7.4,1.56
1568,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,7.4,2.07
1569,Cc1ccc(CNC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)OCCCO4)CC2)cc1,5.0,4.01
1570,Cc1ccc(Cn2c(O)c(C=C3CC=CCC3)sc2=S)cc1,6.5,6.26
1571,Cc1ccc(N(CC(=O)Nc2ccccc2C(=O)NCc2ccco2)S(C)(=O)=O)cc1,5.0,4.32
1572,Cc1ccc(N(CCOC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C2=NS(=O)(=O)c3ccccc32)cc1,5.0,5.58
1573,Cc1ccc(N(C[C@H](O)Cn2c3ccccc3c3ccccc32)S(C)(=O)=O)c(C)c1,6.5,5.56
1574,Cc1ccc(N2C(=O)N(c3cccc(Cl)c3)[C@@H]3CS(=O)(=O)C[C@@H]32)cc1,5.0,3.56
1575,Cc1ccc(N2CC(=O)N(/N=C/c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)CC2=O)cc1,6.5,6.14
1576,Cc1ccc(NC(=O)C2CCCN2C(=O)OC(C)(C)C)cc1C,5.0,3.9
1577,Cc1ccc(NC(=O)COC(=O)/C(=C/c2cccs2)c2cccs2)c(C)c1,6.5,3.83
1578,Cc1ccc(NC(=O)CSc2nnc(Cc3ccccc3)o2)cc1Cl,5.0,4.85
1579,Cc1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)c(C(=O)c2ccccc2)c1,5.0,4.54
1580,Cc1ccc(NCc2ccc3n2CC(=C2CCn4c(CNc5ccc(C)cc5)ccc42)C3=O)cc1,10.5,6.51
1581,Cc1ccc(NN=C(C#N)C#N)cc1,3.0,3.2
1582,Cc1ccc(NN=C(C#N)C#N)cc1,5.0,3.2
1583,Cc1ccc(NN=C(C#N)C#N)cc1,7.2,3.2
1584,Cc1ccc(N[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)cc1Br,7.0,2.28
1585,Cc1ccc(OCCC(=O)N2CCN(S(=O)(=O)c3cccs3)CC2)cc1,2.0,2.98
1586,Cc1ccc(S(=O)(=O)/N=C2\SC(=CN(C)C)C(=O)N2C2CCCCC2)cc1,6.5,4.75
1587,Cc1ccc(S(=O)(=O)N(C)C(=O)c2ccccc2)cc1,7.4,2.95
1588,Cc1ccc(S(=O)(=O)N(C)c2ccc(OCC(=O)N3CCN(c4ncccn4)CC3)cc2)cc1,10.5,4.46
1589,Cc1ccc(S(=O)(=O)N(CCO)Cc2ccccc2)cc1,5.0,3.69
1590,Cc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(C)cc3C)CC2)c(C)c1,5.0,5.01
1591,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,3.35,2.49
1592,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,3.61,2.49
1593,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,3.94,2.49
1594,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,4.37,2.49
1595,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,4.72,2.49
1596,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,5.16,2.49
1597,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,5.26,2.49
1598,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,5.54,2.49
1599,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,5.62,2.49
1600,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,5.78,2.49
1601,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,6.1,2.49
1602,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,6.22,2.49
1603,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,6.32,2.49
1604,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,6.35,2.49
1605,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,6.41,2.49
1606,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,6.49,2.49
1607,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,6.59,2.49
1608,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,6.74,2.49
1609,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,3.3,2.9
1610,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,3.35,2.9
1611,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,3.91,2.9
1612,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,4.0,2.9
1613,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,4.61,2.9
1614,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,5.02,2.9
1615,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,5.41,2.9
1616,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,5.51,2.9
1617,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,5.97,2.9
1618,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,6.38,2.9
1619,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,6.49,2.9
1620,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,6.59,2.9
1621,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,6.69,2.9
1622,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,6.88,2.9
1623,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,7.2,1.45
1624,Cc1ccc(SCC(=O)NCc2cccc(CNC(=O)CSc3ccc(C)cc3)c2)cc1,5.0,5.08
1625,Cc1ccc([C@@H](O)C#CC(O)(c2ccccc2)c2ccccc2)o1,10.5,3.53
1626,Cc1ccc([C@@H](O)P(=O)(OCC(C)C)OCC(C)C)cc1,5.0,4.44
1627,Cc1ccc2[nH]c3[nH]c(=NN=CC=Cc4ccco4)nnc3c2c1,6.5,2.18
1628,Cc1ccc2c(C)[nH]c(=Nc3nc(=O)c4c([nH]3)CCCC4)nc2c1,10.0,3.92
1629,Cc1ccc2c(c1)n(Cc1cccc(S(=O)(=O)N(C)C)c1)c(=O)c(=O)n2Cc1ccccc1,2.0,3.37
1630,Cc1ccc2nc(-c3ccc(N(C)C)cc3)sc2c1,7.2,3.8
1631,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,7.2,2.4
1632,Cc1cccc(-n2c(SC(C)C(N)=O)nnc2-c2cccc(S(=O)(=O)N(C)C)c2)c1,10.5,3.81
1633,Cc1cccc(C(=O)Nc2ccc(NC(=O)c3ccccc3)c(C)c2)c1,5.0,4.14
1634,Cc1cccc(C)c1NC(=O)CNC(=O)C1CCN(S(=O)(=O)c2cccc(Cl)c2Cl)CC1,2.0,3.41
1635,Cc1cccc(C)c1NC(=O)CSc1nnnn1-c1ccc(OC(F)(F)F)cc1,5.0,4.82
1636,Cc1cccc(C)c1NC(=O)Cn1cc(C(=O)C2CC2)c2ccccc21,2.0,3.47
1637,Cc1cccc(Cl)c1Cn1ccc(=Nc2nnc(Cc3ccc(-n4cnnn4)cc3)s2)[nH]1,10.0,4.99
1638,Cc1cccc(N=c2[nH]c3ccccc3[nH]c2=Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1,5.0,5.96
1639,Cc1cccc(NC(=O)CSc2ccccn2)c1C,7.3,3.19
1640,Cc1cccc(NC(=O)Cc2ccc(Br)cc2)c1C,5.0,4.05
1641,Cc1cccc(NC(=O)Cc2s/c(=N\c3c(C)cccc3C)n(C)c2O)c1,6.5,4.75
1642,Cc1cccc(NC(=O)NC(C)C)c1C,5.0,2.7
1643,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1.2,5.12
1644,Cc1cccc(Nc2ccccc2C(=O)O)c1C,5.0,5.12
1645,Cc1cccc(Nc2ccccc2C(=O)O)c1C,7.4,5.12
1646,Cc1cccc2cc3cccc(C(=O)NCCCN(C)CCCN=c4[nH][n+]([O-])c5ccccc5[n+]4[O-])c3nc12,7.4,2.28
1647,Cc1cccc2nc3cccc(C(=O)NCCCN(C)CCCN=c4[nH][n+]([O-])c5ccccc5[n+]4[O-])c3nc12,7.4,1.4
1648,Cc1ccccc1-c1noc(CCl)n1,5.0,3.3
1649,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,7.4,2.84
1650,Cc1ccccc1N1C(=O)c2ccc(C(=O)OCC(=O)c3c(N)n(C)c(=O)n(C)c3=O)cc2C1=O,10.5,4.55
1651,Cc1ccccc1N1CCN(C(=O)c2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)CC1,10.5,5.31
1652,Cc1ccccc1N[C@@H](c1ccccc1F)P(=O)(OC(C)C)OC(C)C,5.0,5.63
1653,Cc1ccccc1OC1C(=O)N(Cc2ccc3c(c2)OCO3)[C@H]1c1ccc2c(c1)OCO2,2.0,4.37
1654,Cc1ccccc1OCC(=O)NCCNC(=O)COc1ccccc1C,6.5,4.25
1655,Cc1ccnc(N(C(=O)c2cc3c(s2)CCCC3)C(=O)c2cc3c(s2)CCCC3)c1,7.3,5.76
1656,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,7.0,0.04
1657,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,1.68,0.83
1658,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,2.06,0.83
1659,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,4.2,0.83
1660,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,5.9,0.83
1661,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,6.6,0.83
1662,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,6.7,0.83
1663,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,7.1,0.83
1664,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)c3ccncc3)O2)c(=O)[nH]c1=O,8.0,0.83
1665,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCCSC(=O)C(C)(C)C)Oc3ccc(CC(N)C(=O)O)cc3)O2)c(=O)[nH]c1=O,7.2,0.25
1666,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCCSC(=O)C(C)(C)C)Oc3ccc(CC(N)C(N)=O)cc3)O2)c(=O)[nH]c1=O,7.2,1.27
1667,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCCSC(=O)C(C)(C)C)Oc3ccc(CC(N)CO)cc3)O2)c(=O)[nH]c1=O,7.2,0.64
1668,Cc1cnc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)s1,7.4,2.87
1669,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,9.0,-1.11
1670,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.17,0.54
1671,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.24,0.54
1672,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.88,0.54
1673,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,2.04,0.54
1674,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,2.41,0.54
1675,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,2.92,0.54
1676,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,3.05,0.54
1677,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,3.39,0.54
1678,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,3.57,0.54
1679,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,4.5,0.54
1680,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,4.56,0.54
1681,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,4.82,0.54
1682,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,4.91,0.54
1683,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.0,0.54
1684,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.17,0.54
1685,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.29,0.54
1686,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.5,0.54
1687,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.53,0.54
1688,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.57,0.54
1689,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.0,0.54
1690,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.08,0.54
1691,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.14,0.54
1692,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.2,0.54
1693,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.3,0.54
1694,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.32,0.54
1695,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.6,0.54
1696,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,7.3,0.54
1697,Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,7.48,0.54
1698,Cc1nc(-c2ccc(Cl)cc2)cs1,7.3,3.65
1699,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,3.29,0.29
1700,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,3.48,0.29
1701,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,3.6,0.29
1702,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,3.76,0.29
1703,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,4.03,0.29
1704,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,4.22,0.29
1705,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,4.48,0.29
1706,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,4.74,0.29
1707,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,4.95,0.29
1708,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,5.22,0.29
1709,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,5.29,0.29
1710,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,5.52,0.29
1711,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,5.75,0.29
1712,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,6.03,0.29
1713,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,7.0,0.29
1714,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,7.92,0.29
1715,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,8.23,0.29
1716,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,8.27,0.29
1717,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,8.51,0.29
1718,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,8.57,0.29
1719,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,8.59,0.29
1720,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,8.74,0.29
1721,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,9.24,0.29
1722,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,9.35,0.29
1723,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,9.45,0.29
1724,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,9.62,0.29
1725,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,9.63,0.29
1726,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,10.2,0.29
1727,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,10.33,0.29
1728,Cc1nc(N(C)C)c2sc(=S)n(-c3ccccc3)c2n1,10.5,3.62
1729,Cc1nc2c(=N)[nH][nH]c(=N)c2nc1C,10.5,1.14
1730,Cc1ncc([N+](=O)[O-])n1CCO,2.69,-0.02
1731,Cc1ncc([N+](=O)[O-])n1CCO,3.16,-0.02
1732,Cc1nccn1S(=O)(=O)c1ccc(Cl)cc1,7.3,2.93
1733,Cc1ncsc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,7.4,1.44
1734,Cc1nn(-c2ccccc2)c(C)c1-c1nnc(-c2c(C)nn(-c3ccccc3)c2C)o1,6.5,5.56
1735,Cc1nn(C)cc1-c1cc(C(F)(F)F)n2nc(C(=O)N3C[C@H](C)O[C@H](C)C3)cc2n1,10.0,4.11
1736,Cc1nn(C)cc1-c1cc(C(F)(F)F)n2ncc(C(=O)N(C3CCCCC3)C3CCCCC3)c2n1,10.5,5.81
1737,Cc1nnc2c(=O)n(CCN=c3[nH]cc(C(F)(F)F)cc3Cl)c3ccc(Cl)cc3n12,10.5,4.57
1738,Cc1noc(C)c1C(=O)OC(C)C(=O)Nc1ccc2c(c1)OCCO2,5.0,2.78
1739,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,3.45,1.04
1740,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,6.65,1.04
1741,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,7.64,1.04
1742,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,9.45,1.04
1743,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,9.89,1.04
1744,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,10.38,1.04
1745,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)OCC(=O)N1[C@H](C)CCC[C@H]1C,5.0,4.38
1746,Cc1sc2nc(SCC(=O)N3CCCC3)n(C3CCCCC3)c(=O)c2c1C,5.0,5.16
1747,Cc1sc2ncn(CC(=O)N[C@@H]3CCC[C@@H](C)[C@H]3C)c(=O)c2c1C,8.0,4.34
1748,Cl.NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,13.0,0.12
1749,ClC1=C(Cl)[C@]2(Cl)[C@@H]3C=CC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,5.0,5.69
1750,Clc1ccc(/C=N/N=C2Cn3c(nc4ccccc43)NN2)cc1,10.5,4.81
1751,Clc1ccc(CSc2ncccn2)cc1Cl,5.0,4.33
1752,Clc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(Cl)cc5n5cccc45)CC3)c3cccn3c2c1,7.4,4.92
1753,Clc1ccc2[nH]c(=NCCCNCCCN=c3[nH]c4ccc(Cl)cc4n4cccc34)c3cccn3c2c1,7.4,5.06
1754,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,5.0,4.1
1755,Cn1c(=O)c(C(=O)CN2CCSc3ccccc32)c(N)n(Cc2ccccc2)c1=O,10.5,4.71
1756,Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,1.3,-0.85
1757,Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,7.2,-0.85
1758,Cn1c(=O)c2[nH]cnc2n(C)c1=O,4.5,-0.02
1759,Cn1c(=O)c2[nH]cnc2n(C)c1=O,7.4,-0.02
1760,Cn1c(C(=O)N2CCC3(CC2)OCCO3)cc2c(=O)n3ccccc3nc21,7.3,2.87
1761,Cn1c(C(C#N)C(=O)C(Sc2ccccc2)c2ccccc2)nc2ccccc21,7.0,5.28
1762,Cn1c(N)c(C(=O)COC(=O)C2CC2)c(=O)n(C)c1=O,10.0,2.17
1763,Cn1c(N)c(C(=O)CSc2nc3ccccc3nc2SCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)c(=O)n(C)c1=O,10.5,2.59
1764,Cn1c(N)c(C(=O)CSc2nc3sc4c(c3c(=O)n2Cc2ccccc2)CCC4)c(=O)n(C)c1=O,10.5,5.21
1765,Cn1c(SCC(=O)NC2CCCCCC2)nnc1-c1ccc(Cl)cc1,7.3,4.21
1766,Cn1c(SCc2cc(F)cc(F)c2)nnc1-c1ccc2nonc2c1,7.3,3.68
1767,Cn1c2ccccc2n2c3nc(C#N)c(C#N)nc3c(C#N)c12,5.0,3.61
1768,Cn1cccc/c1=N\S(=O)(=O)c1ccc(N)cc1,6.0,1.3
1769,Cn1ncc(Br)c1C(=O)N1CCCCCC1,5.0,2.63
1770,Cn1ncc(Cl)c1-c1nc(-c2no[nH]c2=N)no1,5.0,2.77
1771,FC(F)(F)c1ccc(-n2cc3ccccc3n2)cc1,5.0,4.42
1772,FC(F)(F)c1nc(-c2ccc(-c3noc(C(F)(F)F)n3)cc2)no1,5.0,6.06
1773,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,7.0,3.56
1774,FC(F)Oc1ccc(NC(=S)NC[C@@H]2CCCO2)cc1Cl,5.0,3.74
1775,Fc1cccc(F)c1-c1nnc(-c2ccccc2Cl)nn1,7.0,3.3
1776,N#CC(=Cc1ccc2c(c1)OCO2)C(=O)NCc1cccc(CNC(=O)C(C#N)=Cc2ccc3c(c2)OCO3)c1,6.5,4.92
1777,N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,5.0,2.15
1778,N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,7.0,2.15
1779,N#CC(C#N)=NNc1ccc(CCCl)cc1,3.0,3.58
1780,N#CC(C#N)=NNc1ccc(CCCl)cc1,5.0,3.58
1781,N#CC(C#N)=NNc1ccc(CCCl)cc1,7.2,3.58
1782,N#CC(C#N)=NNc1ccc(Cl)cc1,3.0,3.39
1783,N#CC(C#N)=NNc1ccc(Cl)cc1,5.0,3.39
1784,N#CC(C#N)=NNc1ccc(Cl)cc1,7.2,3.39
1785,N#CC(C#N)=NNc1ccc(N=Nc2ccccc2)cc1,7.2,4.25
1786,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,5.0,3.68
1787,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,7.2,3.68
1788,N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,3.0,2.37
1789,N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,5.0,2.37
1790,N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,7.2,2.37
1791,N#CC(C#N)=NNc1cccc(Cl)c1,3.0,3.38
1792,N#CC(C#N)=NNc1cccc(Cl)c1,5.0,3.38
1793,N#CC(C#N)=NNc1cccc(Cl)c1,7.2,3.38
1794,N#CC(C#N)=NNc1cccc(O)c1,3.0,2.28
1795,N#CC(C#N)=NNc1cccc(O)c1,5.0,2.28
1796,N#CC(C#N)=NNc1cccc(O)c1,7.2,2.28
1797,N#CC(C#N)=NNc1ccccc1,3.0,2.64
1798,N#CC(C#N)=NNc1ccccc1,5.0,2.64
1799,N#CC(C#N)=NNc1ccccc1,7.2,2.64
1800,N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],3.0,2.9
1801,N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],5.0,2.9
1802,N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],7.2,2.9
1803,N#CC1(C#N)[C@H](c2ccc(Br)s2)C(C(=O)c2ccccc2)N2c3ccccc3C=C[C@@H]21,6.5,5.05
1804,N#CC1C(=N)C(C#N)(C#N)[C@@H](c2ccccc2Cl)[C@@H]2CSCC=C12,5.0,4.5
1805,N#CC1C(=N)OC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@H]1c1ccccc1F,10.0,3.07
1806,N#CC1C(=N)Oc2[nH]nc(-c3cccs3)c2[C@@H]1C1CCCCC1,10.5,4.64
1807,N#CC1C(=N)Oc2c(c(=O)oc3ccccc23)[C@H]1c1cccs1,10.5,2.34
1808,N#CC1C(=N)Oc2c(oc(CO)cc2=O)C1c1ccccc1OCc1ccccc1Cl,6.5,4.34
1809,N#CCOC(=O)c1ccccc1SCC(=O)N1CCCC1,6.5,2.57
1810,N#CCSc1nc2ccccc2c(=O)n1-c1ccc(OC(F)F)cc1,5.0,4.17
1811,N#CCc1nc(-c2ccc3c(c2)OCCCO3)cs1,5.0,2.68
1812,N#CCc1nc(-c2ccc3c(c2)OCCO3)cs1,5.0,2.92
1813,N#C[C@@H](Cc1cccs1)c1ncc(C(F)(F)F)cc1Cl,5.0,4.09
1814,N#Cc1c(SCC(=O)OCc2ccccc2)nsc1SCC(=O)OCc1ccccc1,5.0,5.6
1815,N#Cc1ccc(C(=O)O)cc1,1.0,1.56
1816,N#Cc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,7.4,2.0
1817,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,7.4,3.52
1818,N#Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,7.2,1.8
1819,N#Cc1cccc(C(=O)O)c1,1.0,1.48
1820,N#Cc1nc(N2CCCC2)nc(N(c2ccccc2)c2ccccc2)n1,6.5,5.38
1821,N#Cc1nc2c(S(=O)(=O)c3ccccc3)c(N)n(Cc3ccc(F)cc3)c2nc1C#N,5.0,4.86
1822,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,6.09,-0.56
1823,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,6.48,-0.56
1824,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,6.89,-0.56
1825,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,7.54,-0.56
1826,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,7.83,-0.56
1827,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,8.2,-0.56
1828,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,8.71,-0.56
1829,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,9.06,-0.56
1830,N=c1[nH]c(=N)[nH]c(=NC2CC2)[nH]1,7.0,-0.06
1831,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,4.93,0.98
